~~~~~~~ Unclassified ~~~~~~
"Benchmark Name","Benchmark ID","Release Info","Version","Group ID","Severity","Rule ID","STIG ID","Classification","Asset Posture","SRG ID","Rule Title","Fix Text","Discussion","CCIs","Legacy IDs","Check Content","Check Content Ref","IA Controls","Weight","False Positives","False Negatives","Documentable","Security Override Guidance","Potential Impacts","Third Party Tools","Responsibility","Mitigations","Mitigation Control","Status","Comments","Finding Details","Severity Override","Severity Override Reason","FQDN","IP Address","MAC Address","Host Name","Technology Area"
"Cisco NX OS Switch NDM","Cisco_NX-OS_Switch_NDM_STIG","Release: 6 Benchmark Date: 05 Jan 2026","3","V-220485","medium","SV-220485r960909","CISC-ND-000330","Unclassified","4066","SRG-APP-000101-NDM-000231","The Cisco switch must be configured to generate audit records containing the full-text recording of privileged commands.","Configure the Cisco switch to log all configuration changes as shown in the example below:

Step 1: Configure the AAA servers as shown in the example below:

SW1(config)# radius-server host 10.1.48.10 
SW1(config)# radius-server host 10.1.48.12

Step 2: Configure an AAA server group as shown in the example below:

SW1(config)# aaa group server radius RADIUS_SERVERS
SW1(config-radius)# server 10.1.48.10 
SW1(config-radius)# server 10.1.48.12
SW1(config-radius)# exit

Step 3: Enable AAA accounting as shown in the example below:

SW1(config)# aaa accounting default group RADIUS_SERVERS
SW1(config)# end","Reconstruction of harmful events or forensic analysis is not possible if audit records do not contain enough information. 

Organizations consider limiting the additional audit information to only that information explicitly needed for specific audit requirements. The additional information required is dependent on the type of information (i.e., sensitivity of the data and the environment within which it resides). At a minimum, the organization must audit full-text recording of privileged commands. The organization must maintain audit trails in sufficient detail to reconstruct events to determine the cause and impact of compromise.","CCI-000135
Generate audit records containing the organization-defined additional information that is to be included in the audit records.
NIST SP 800-53::AU-3 (1)
NIST SP 800-53A::AU-3 (1).1 (ii)
NIST SP 800-53 Revision 4::AU-3 (1)
NIST SP 800-53 Revision 5::AU-3 (1)
","SV-110619;V-101515","Review the Cisco switch configuration to verify that it is compliant with this requirement. 

Step 1: Verify that account records will be sent to an AAA server as shown in the example below:

aaa accounting default group RADIUS_SERVERS

Step 2: Verify that the referenced group name has defined AAA servers that are online.

aaa group server radius RADIUS_SERVERS 
 server 10.1.48.10 
 server 10.1.48.12

Note: Cisco NX-OS devices report configuration activity to TACACS+ or RADIUS servers in the form of accounting records. Each accounting record contains accounting attribute-value (AV) pairs and is stored on the AAA server.

If the Cisco switch is not configured to generate audit records of configuration changes, this is a finding.","M:Cisco_NX-OS_Switch_NDM_STIG.xml","","10.0","","","false","","","","","","","Not a Finding","","",,,"","","","",""
"Cisco NX OS Switch NDM","Cisco_NX-OS_Switch_NDM_STIG","Release: 6 Benchmark Date: 05 Jan 2026","3","V-220486","high","SV-220486r1043177","CISC-ND-000470","Unclassified","4066","SRG-APP-000142-NDM-000245","The Cisco switch must be configured to prohibit the use of all unnecessary and nonsecure functions and services.","Disable features that should not be enabled unless required for operations.

SW2(config)# no feature telnet
SW2(config)# no feature dhcp
SW2(config)# no feature wccp
SW2(config)# no feature nxapi
SW2(config)# no feature imp

Note: Telnet must always be disabled.","Network devices are capable of providing a wide variety of functions and services. Some of the functions and services provided by default may not be necessary to support essential organizational operations. Additionally, it is sometimes convenient to provide multiple services from a single component (e.g., email and web services); however, doing so increases risk over limiting the services provided by any one component. 

To support the requirements and principles of least functionality, the network device must support the organizational requirements providing only essential capabilities and limiting the use of ports, protocols, and/or services to only those required, authorized, and approved. Some network devices have capabilities enabled by default; if these capabilities are not necessary, they must be disabled. If a particular capability is used, then it must be documented and approved.","CCI-000382
Configure the system to prohibit or restrict the use of organization-defined prohibited or restricted functions, system ports, protocols, software, and/or services.
NIST SP 800-53::CM-7
NIST SP 800-53A::CM-7.1 (iii)
NIST SP 800-53 Revision 4::CM-7 b
NIST SP 800-53 Revision 5::CM-7 b
","SV-110621;V-101517","Verify that the switch does not have any unnecessary or non-secure ports, protocols and services enabled. For example, the following features such as telnet should never be enabled, while other features should only be enabled if required for operations.

feature telnet
feature dhcp
feature wccp
feature nxapi
feature imp

If any unnecessary or non-secure ports, protocols, or services are enabled, this is a finding.","M:Cisco_NX-OS_Switch_NDM_STIG.xml","","10.0","","","false","","","","","","","Not a Finding","","",,,"","","","",""
"Cisco NX OS Switch NDM","Cisco_NX-OS_Switch_NDM_STIG","Release: 6 Benchmark Date: 05 Jan 2026","3","V-220487","medium","SV-220487r1051115","CISC-ND-000490","Unclassified","4066","SRG-APP-000148-NDM-000346","The Cisco switch must be configured with only one local account to be used as the account of last resort in the event the authentication server is unavailable.","Step 1: Configure a local account with the necessary privilege level to troubleshoot network outage and restore operations as shown in the following example: 

SW2(config)# switch(config)# username xxxxxxx password xxxxxx role priv-9

Step 2: Configure the authentication to use an AAA server with the fallback to use the local account if the authentication server is not reachable as shown in the following example:

SW2(config)# aaa authentication login default group RADIUS_SERVERS
SW2(config)# aaa authentication login default fallback error local
SW2(config)# end","Authentication for administrative (privileged level) access to the device is required at all times. An account can be created on the device's local database for use when the authentication server is down or connectivity between the device and the authentication server is not operable. This account is referred to as the account of last resort since it is intended to be used as a last resort and when immediate administrative access is absolutely necessary.

The account of last resort logon credentials must be stored in a sealed envelope and kept in a safe. The safe must be periodically audited to verify the envelope remains sealed. The signature of the auditor and the date of the audit should be added to the envelope as a record.
An alternative to using a sealed envelope in a safe would be credential files, separated by technology, located in a secured location on a file server, with the files only accessible to those administrators authorized to use the accounts of last resort, and access to that location monitored by a central log server. 
Administrators should secure the credentials and disable the root account (if possible) when not needed for system administration functions.","CCI-001358
Establish privileged user accounts in accordance with a role-based access scheme; or an attribute-based access scheme.
NIST SP 800-53::AC-2 (7) (a)
NIST SP 800-53A::AC-2 (7).1 (i)
NIST SP 800-53 Revision 4::AC-2 (7) (a)
NIST SP 800-53 Revision 5::AC-2 (7) (a)
CCI-002111
The organization identifies and selects the organization-defined information system account types of information system accounts which support organizational missions/business functions.
NIST SP 800-53 Revision 4::AC-2 a
","SV-110623;V-101519","Step 1: Review the Cisco switch configuration to verify that a local account for last resort has been configured with a privilege level that will enable the administrator to troubleshoot connectivity to the authentication server.

username xxxxxxxxxxxxx password 5 $5$88SPgpAn$Q6/17o5U/5lz4dNL1iQZuj/1a0wcKdrk29ZH1HJsnF. role priv-9

Step 2: Verify that the fallback to use local account has not been disabled as shown in the example below:

no aaa authentication login default fallback error local

Note: The fallback is enabled by default; hence the above command should not be seen in the configuration.

If the Cisco switch is not configured with only one local account to be used as the account of last resort in the event the authentication server is unavailable, this is a finding.","M:Cisco_NX-OS_Switch_NDM_STIG.xml","","10.0","","","false","","","","","","","Open","","",,,"","","","",""
"Cisco NX OS Switch NDM","Cisco_NX-OS_Switch_NDM_STIG","Release: 6 Benchmark Date: 05 Jan 2026","3","V-220488","medium","SV-220488r1026069","CISC-ND-000530","Unclassified","4066","SRG-APP-000156-NDM-000250","The Cisco switch must be configured to implement replay-resistant authentication mechanisms for network access to privileged accounts.","Configure SSH to use FIPS-validated HMAC for remote maintenance sessions as shown in the following example:

SSH Example

R1(config)#ssh macs hmac-sha2-256 hmac-sha2-512","A replay attack may enable an unauthorized user to gain access to the application. Authentication sessions between the authenticator and the application validating the user credentials must not be vulnerable to a replay attack.

An authentication process resists replay attacks if it is impractical to achieve a successful authentication by recording and replaying a previous authentication message.","CCI-001941
Implement replay-resistant authentication mechanisms for access to privileged accounts and/or non-privileged accounts.
NIST SP 800-53 Revision 4::IA-2 (8)
NIST SP 800-53 Revision 5::IA-2 (8)
","SV-110625;V-101521","Review the Cisco router configuration to verify it is compliant with this requirement as shown in the example below.

SSH Example

ssh macs hmac-sha2-256 hmac-sha2-512

NOTE: Using ""fips mode enable"" to enable all FIPS protocols disables TACACS+ and RADIUS, which is required for authentication server requirements. It is recommended to enable FIPS-validated protocols manually and keep FIPS mode disabled.

If the Cisco router is not configured to use FIPS-validated HMAC to protect the integrity of remote maintenance sessions, this is a finding.","M:Cisco_NX-OS_Switch_NDM_STIG.xml","","10.0","","","false","","","","","","","Open","","",,,"","","","",""
"Cisco NX OS Switch NDM","Cisco_NX-OS_Switch_NDM_STIG","Release: 6 Benchmark Date: 05 Jan 2026","3","V-220489","medium","SV-220489r1026157","CISC-ND-000570","Unclassified","4066","SRG-APP-000166-NDM-000254","The Cisco switch must be configured to enforce password complexity by requiring that at least one uppercase character be used.","Configure the Cisco switch to enforce password complexity by requiring that at least one uppercase character be used as shown in the example below:

SW1(config)# password strength-check","Use of a complex passwords helps to increase the time and resources required to compromise the password. Password complexity, or strength, is a measure of the effectiveness of a password in resisting attempts at guessing and brute-force attacks.

Password complexity is one factor of several that determine how long it takes to crack a password. The more complex the password is, the greater the number of possible combinations that need to be tested before the password is compromised.

Multifactor authentication (MFA) is required for all administrative and user accounts on network devices, except for an account of last resort and (where applicable) a root account. Passwords should only be used when MFA using PKI is not available, and for the account of last resort and root account.","CCI-004066
For password-based authentication, enforce organization-defined composition and complexity rules.
NIST SP 800-53 Revision 5::IA-5 (1) (h)
CCI-000192
The information system enforces password complexity by the minimum number of upper case characters used.
NIST SP 800-53::IA-5 (1) (a)
NIST SP 800-53A::IA-5 (1).1 (v)
NIST SP 800-53 Revision 4::IA-5 (1) (a)
","SV-110627;V-101523","Password complexity is enabled by default. Review the Cisco switch configuration to verify that it is compliant with this requirement. The following command should not be found in the configuration:

no password strength-check

If the Cisco switch is not configured to enforce password complexity by requiring that at least one uppercase character be used, this is a finding.","M:Cisco_NX-OS_Switch_NDM_STIG.xml","","10.0","","","false","","","","","","","Open","","",,,"","","","",""
"Cisco NX OS Switch NDM","Cisco_NX-OS_Switch_NDM_STIG","Release: 6 Benchmark Date: 05 Jan 2026","3","V-220490","medium","SV-220490r1026158","CISC-ND-000580","Unclassified","4066","SRG-APP-000167-NDM-000255","The Cisco switch must be configured to enforce password complexity by requiring that at least one lower-case character be used.","Configure the Cisco switch to enforce password complexity by requiring that at least one lowercase character be used as shown in the example below:

SW1(config)# password strength-check","Use of a complex password helps to increase the time and resources required to compromise the password. Password complexity, or strength, is a measure of the effectiveness of a password in resisting attempts at guessing and brute-force attacks.

Password complexity is one factor of several that determine how long it takes to crack a password. The more complex the password, the greater the number of possible combinations that need to be tested before the password is compromised.

Multifactor authentication (MFA) is required for all administrative and user accounts on network devices, except for an account of last resort and (where applicable) a root account. Passwords should only be used when MFA using PKI is not available, and for the account of last resort and root account.","CCI-004066
For password-based authentication, enforce organization-defined composition and complexity rules.
NIST SP 800-53 Revision 5::IA-5 (1) (h)
CCI-000193
The information system enforces password complexity by the minimum number of lower case characters used.
NIST SP 800-53::IA-5 (1) (a)
NIST SP 800-53A::IA-5 (1).1 (v)
NIST SP 800-53 Revision 4::IA-5 (1) (a)
","SV-110629;V-101525","Password complexity is enabled by default. Review the Cisco switch configuration to verify that it is compliant with this requirement. The following command should not be found in the configuration:

no password strength-check

If the Cisco switch is not configured to enforce password complexity by requiring that at least one lowercase character be used, this is a finding.","M:Cisco_NX-OS_Switch_NDM_STIG.xml","","10.0","","","false","","","","","","","Open","","",,,"","","","",""
"Cisco NX OS Switch NDM","Cisco_NX-OS_Switch_NDM_STIG","Release: 6 Benchmark Date: 05 Jan 2026","3","V-220491","medium","SV-220491r1026159","CISC-ND-000590","Unclassified","4066","SRG-APP-000168-NDM-000256","The Cisco switch must be configured to enforce password complexity by requiring that at least one numeric character be used.","Configure the Cisco switch to enforce password complexity by requiring that at least one numeric character be used as shown in the example below:

SW1(config)# password strength-check","Use of a complex password helps to increase the time and resources required to compromise the password. Password complexity, or strength, is a measure of the effectiveness of a password in resisting attempts at guessing and brute-force attacks.

Password complexity is one factor of several that determine how long it takes to crack a password. The more complex the password, the greater the number of possible combinations that need to be tested before the password is compromised.

Multifactor authentication (MFA) is required for all administrative and user accounts on network devices, except for an account of last resort and (where applicable) a root account. Passwords should only be used when MFA using PKI is not available, and for the account of last resort and root account.","CCI-004066
For password-based authentication, enforce organization-defined composition and complexity rules.
NIST SP 800-53 Revision 5::IA-5 (1) (h)
CCI-000194
The information system enforces password complexity by the minimum number of numeric characters used.
NIST SP 800-53::IA-5 (1) (a)
NIST SP 800-53A::IA-5 (1).1 (v)
NIST SP 800-53 Revision 4::IA-5 (1) (a)
","SV-110631;V-101527","Password complexity is enabled by default. Review the Cisco switch configuration to verify that it is compliant with this requirement. The following command should not be found in the configuration:

no password strength-check

If the Cisco switch is not configured to enforce password complexity by requiring that at least one numeric character be used, this is a finding.","M:Cisco_NX-OS_Switch_NDM_STIG.xml","","10.0","","","false","","","","","","","Not a Finding","","",,,"","","","",""
"Cisco NX OS Switch NDM","Cisco_NX-OS_Switch_NDM_STIG","Release: 6 Benchmark Date: 05 Jan 2026","3","V-220492","medium","SV-220492r1026160","CISC-ND-000600","Unclassified","4066","SRG-APP-000169-NDM-000257","The Cisco switch must be configured to enforce password complexity by requiring that at least one special character be used.","Configure the Cisco switch to enforce password complexity by requiring that at least one special character be used as shown in the example below:

SW1(config)# password strength-check","Use of a complex password helps to increase the time and resources required to compromise the password. Password complexity, or strength, is a measure of the effectiveness of a password in resisting attempts at guessing and brute-force attacks.

Password complexity is one factor of several that determine how long it takes to crack a password. The more complex the password, the greater the number of possible combinations that need to be tested before the password is compromised.

Multifactor authentication (MFA) is required for all administrative and user accounts on network devices, except for an account of last resort and (where applicable) a root account. Passwords should only be used when MFA using PKI is not available, and for the account of last resort and root account.","CCI-004066
For password-based authentication, enforce organization-defined composition and complexity rules.
NIST SP 800-53 Revision 5::IA-5 (1) (h)
CCI-001619
The information system enforces password complexity by the minimum number of special characters used.
NIST SP 800-53::IA-5 (1) (a)
NIST SP 800-53A::IA-5 (1).1 (v)
NIST SP 800-53 Revision 4::IA-5 (1) (a)
","SV-110633;V-101529","Password complexity is enabled by default. Review the Cisco switch configuration to verify that it is compliant with this requirement. The following command should not be found in the configuration:

no password strength-check

If the Cisco switch is not configured to enforce password complexity by requiring that at least one special character be used, this is a finding.","M:Cisco_NX-OS_Switch_NDM_STIG.xml","","10.0","","","false","","","","","","","Not a Finding","","",,,"","","","",""
"Cisco NX OS Switch NDM","Cisco_NX-OS_Switch_NDM_STIG","Release: 6 Benchmark Date: 05 Jan 2026","3","V-220493","high","SV-220493r961068","CISC-ND-000720","Unclassified","4066","SRG-APP-000190-NDM-000267","The Cisco switch must be configured to terminate all network connections associated with device management after five minutes of inactivity.","Set the idle timeout value to five minutes or less on all configured login classes as shown in the example below:

SW1(config)# line console
SW1(config-console)# exec-timeout 5 
SW1(config-console)# exit
SW1(config)# line vty
SW1(config-line)# exec-timeout 5","Terminating an idle session within a short time period reduces the window of opportunity for unauthorized personnel to take control of a management session enabled on the console or console port that has been left unattended. In addition, quickly terminating an idle session will also free up resources committed by the managed network element. 

Terminating network connections associated with communications sessions includes, for example, de-allocating associated TCP/IP address/port pairs at the operating system level, or de-allocating networking assignments at the application level if multiple application sessions are using a single, operating system-level network connection. This does not mean that the device terminates all sessions or network access; it only ends the inactive session and releases the resources associated with that session.","CCI-001133
Terminate the network connection associated with a communications session at the end of the session or after an organization-defined time period of inactivity.
NIST SP 800-53::SC-10
NIST SP 800-53A::SC-10.1 (ii)
NIST SP 800-53 Revision 4::SC-10
NIST SP 800-53 Revision 5::SC-10
","SV-110635;V-101531","Review the Cisco switch configuration to verify that all network connections associated with a device management have an idle timeout value set to five minutes or less as shown in the following example:

line console
 exec-timeout 5
line vty 
 exec-timeout 5 

If the Cisco switch is not configured to terminate all network connections associated with a device management after five minutes of inactivity, this is a finding.","M:Cisco_NX-OS_Switch_NDM_STIG.xml","","10.0","","","false","","","","","","","Not a Finding","","",,,"","","","",""
"Cisco NX OS Switch NDM","Cisco_NX-OS_Switch_NDM_STIG","Release: 6 Benchmark Date: 05 Jan 2026","3","V-220494","medium","SV-220494r961290","CISC-ND-000880","Unclassified","4066","SRG-APP-000319-NDM-000283","The Cisco switch must be configured to automatically audit account enabling actions.","Configure the switch to log account enabling using the following steps:

Step 1: Configure the AAA servers as shown in the example below:

SW1(config)# radius-server host 10.1.48.10 
SW1(config)# radius-server host 10.1.48.12

Step 2: Configure an AAA server group as shown in the example below:

SW1(config)# aaa group server radius RADIUS_SERVERS
SW1(config-radius)# server 10.1.48.10 
SW1(config-radius)# server 10.1.48.12
SW1(config-radius)# exit

Step 3: Enable AAA accounting as shown in the example below:

SW1(config)# aaa accounting default group RADIUS_SERVERS
SW1(config)# end","Once an attacker establishes initial access to a system, the attacker often attempts to create a persistent method of reestablishing access. One way to accomplish this is for the attacker to simply enable a new or disabled account. Notification of account enabling is one method for mitigating this risk. A comprehensive account management process will ensure an audit trail which documents the creation of application user accounts and notifies administrators and Information System Security Officers (ISSO). Such a process greatly reduces the risk that accounts will be surreptitiously created and provides logging that can be used for forensic purposes.","CCI-002130
Automatically audit account enabling actions.
NIST SP 800-53 Revision 4::AC-2 (4)
NIST SP 800-53 Revision 5::AC-2 (4)
","SV-110637;V-101533","Review the switch configuration to determine if it automatically audits account enabling. The configuration should look similar to the example below:

Step 1: Verify that account records will be sent to an AAA server as shown in the example below:

aaa accounting default group RADIUS_SERVERS

Step 2: Verify that the referenced group name has defined AAA servers that are online.

aaa group server radius RADIUS_SERVERS 
 server 10.1.48.10 
 server 10.1.48.12

Note: Cisco NX-OS devices report configuration activity to TACACS+ or RADIUS servers in the form of accounting records. Each accounting record contains accounting attribute-value (AV) pairs and is stored on the AAA server.

If account enabling is not automatically audited, this is a finding.","M:Cisco_NX-OS_Switch_NDM_STIG.xml","","10.0","","","false","","","","","","","Not a Finding","","",,,"","","","",""
"Cisco NX OS Switch NDM","Cisco_NX-OS_Switch_NDM_STIG","Release: 6 Benchmark Date: 05 Jan 2026","3","V-220495","medium","SV-220495r961362","CISC-ND-000940","Unclassified","4066","SRG-APP-000343-NDM-000289","The Cisco switch must be configured to audit the execution of privileged functions.","Configure the Cisco switch to log all configuration changes as shown in the following example:

Step 1: Configure the AAA servers as shown in the example below:

SW1(config)# radius-server host 10.1.48.10 
SW1(config)# radius-server host 10.1.48.12

Step 2: Configure an AAA server group as shown in the example below:

SW1(config)# aaa group server radius RADIUS_SERVERS
SW1(config-radius)# server 10.1.48.10 
SW1(config-radius)# server 10.1.48.12
SW1(config-radius)# exit

Step 3: Enable AAA accounting as shown in the example below:

SW1(config)# aaa accounting default group RADIUS_SERVERS
SW1(config)# end","Misuse of privileged functions, either intentionally or unintentionally by authorized users, or by unauthorized external entities that have compromised information system accounts, is a serious and ongoing concern and can have significant adverse impacts on organizations. Auditing the use of privileged functions is one way to detect such misuse and identify the risk from insider threats and the advanced persistent threat.","CCI-002234
Log the execution of privileged functions.
NIST SP 800-53 Revision 4::AC-6 (9)
NIST SP 800-53 Revision 5::AC-6 (9)
","SV-110639;V-101535","Review the Cisco switch configuration to verify that it is compliant with this requirement. The configuration example below will log all configuration changes.

Step 1: Verify that account records will be sent to an AAA server as shown in the example below:

aaa accounting default group RADIUS_SERVERS

Step 2: Verify that the referenced group name has defined AAA servers that are online.

aaa group server radius RADIUS_SERVERS 
 server 10.1.48.10 
 server 10.1.48.12

Note: Cisco NX-OS devices report configuration activity to TACACS+ or RADIUS servers in the form of accounting records. Each accounting record contains accounting attribute-value (AV) pairs and is stored on the AAA server.

If the Cisco switch is not configured to log all configuration changes, this is a finding.","M:Cisco_NX-OS_Switch_NDM_STIG.xml","","10.0","","","false","","","","","","","Not a Finding","","",,,"","","","",""
"Cisco NX OS Switch NDM","Cisco_NX-OS_Switch_NDM_STIG","Release: 6 Benchmark Date: 05 Jan 2026","3","V-220496","medium","SV-220496r961392","CISC-ND-000980","Unclassified","4066","SRG-APP-000357-NDM-000293","The Cisco switch must be configured to allocate audit record storage capacity in accordance with organization-defined audit record storage requirements.","Configure the buffer size for logging as shown in the example below:

SW2(config)# logging logfile LOGFILE1 6 size nnnnn","In order to ensure network devices have a sufficient storage capacity in which to write the audit logs, they need to be able to allocate audit record storage capacity. The task of allocating audit record storage capacity is usually performed during initial device setup if it is modifiable. 

The value for the organization-defined audit record storage requirement will depend on the amount of storage available on the network device, the anticipated volume of logs, the frequency of transfer from the network device to centralized log servers, and other factors.","CCI-001849
Allocate audit log storage capacity to accommodate organization-defined audit log retention requirements.
NIST SP 800-53 Revision 4::AU-4
NIST SP 800-53 Revision 5::AU-4
","SV-110641;V-101537","Verify that the Cisco switch is configured with a logfile size. The configuration should look like the example below:

logging logfile LOGFILE1 6 size nnnnn

If the Cisco switch is not configured to allocate audit record storage capacity in accordance with organization-defined audit record storage requirements, this is a finding.","M:Cisco_NX-OS_Switch_NDM_STIG.xml","","10.0","","","false","","","","","","","Not a Finding","","",,,"","","","",""
"Cisco NX OS Switch NDM","Cisco_NX-OS_Switch_NDM_STIG","Release: 6 Benchmark Date: 05 Jan 2026","3","V-220497","medium","SV-220497r991965","CISC-ND-001000","Unclassified","4066","SRG-APP-000360-NDM-000295","The Cisco switch must be configured to generate an alert for all audit failure events.","Configure the Cisco switch to send critical to emergency log messages to the syslog server as shown in the example below:

SW4(config)# logging server 10.1.48.10 2

Note: The parameter 2 (critical) can replaced with a lesser severity level 3 through 6 (i.e. error, warning, notice, informational).","It is critical for the appropriate personnel to be aware if a system is at risk of failing to process audit logs as required. Without a real-time alert, security personnel may be unaware of an impending failure of the audit capability and system operation may be adversely affected. 

Alerts provide organizations with urgent messages. Real-time alerts provide these messages immediately (i.e., the time from event detection to alert occurs in seconds or less).","CCI-001858
Provide an alert in an organization-defined real-time-period to organization-defined personnel, roles, and/or locations when organization-defined audit failure events requiring real-time alerts occur.
NIST SP 800-53 Revision 4::AU-5 (2)
NIST SP 800-53 Revision 5::AU-5 (2)
CCI-003831
Alert organization-defined personnel or roles upon detection of unauthorized access, modification, or deletion of audit information.
NIST SP 800-53 Revision 5::AU-9 b
","SV-110643;V-101539","Review the Cisco switch configuration to verify that it is compliant with this requirement as shown in the example below:

logging server 10.1.48.10 2

Note: The parameter 2 (critical) can replaced with a lesser severity level 3 through 6 (i.e. error, warning, notice, informational). Informational is the default severity level; hence, if the severity level is configured to informational, the parameter 7 will not be shown in the configuration.

If the Cisco switch is not configured to generate an alert for all audit failure events, this is a finding.","M:Cisco_NX-OS_Switch_NDM_STIG.xml","","10.0","","","false","","","","","","","Not a Finding","","",,,"","","","",""
"Cisco NX OS Switch NDM","Cisco_NX-OS_Switch_NDM_STIG","Release: 6 Benchmark Date: 05 Jan 2026","3","V-220498","medium","SV-220498r1026071","CISC-ND-001030","Unclassified","4066","SRG-APP-000373-NDM-000298","The Cisco switch must be configured to synchronize its clock with the primary and secondary time sources using redundant authoritative time sources.","Configure the Cisco switch to synchronize its clock with redundant authoritative time sources as shown in the example below:

SW1(config)# feature ntp
SW1(config)# ntp server 10.1.12.10
SW1(config)# ntp server 10.1.22.13
SW1(config)# end","The loss of connectivity to a particular authoritative time source will result in the loss of time synchronization (free-run mode) and increasingly inaccurate time stamps on audit events and other functions. 

Multiple time sources provide redundancy by including a secondary source. Time synchronization is usually a hierarchy; clients synchronize time to a local source while that source synchronizes its time to a more accurate source. The network device must utilize an authoritative time server and/or be configured to use redundant authoritative time sources. This requirement is related to the comparison done in CCI-001891.

DOD-approved solutions consist of a combination of a primary and secondary time source using a combination or multiple instances of the following: a time server designated for the appropriate DOD network (NIPRNet/SIPRNet); United States Naval Observatory (USNO) time servers; and/or the Global Positioning System (GPS). The secondary time source must be located in a different geographic region than the primary time source.","CCI-004928
Identify a secondary authoritative time source that is in a different geographic region than the primary authoritative time source.
NIST SP 800-53 Revision 5::SC-45 (2) (a)
CCI-004922
Synchronize system clocks within and between systems or system components.
NIST SP 800-53 Revision 5::SC-45
CCI-004923
Compare the internal system clocks on an organization-defined frequency with organization-defined authoritative time source.
NIST SP 800-53 Revision 5::SC-45 (1) (a)
","SV-110645;V-101541","Review the Cisco switch configuration to verify it is compliant with this requirement as shown in the configuration example below:

ntp server 10.1.12.10
ntp server 10.1.22.13

If the Cisco switch is not configured to synchronize its clock with redundant authoritative time sources, this is a finding.","M:Cisco_NX-OS_Switch_NDM_STIG.xml","","10.0","","","false","","","","","","","Not a Finding","","",,,"","","","",""
"Cisco NX OS Switch NDM","Cisco_NX-OS_Switch_NDM_STIG","Release: 6 Benchmark Date: 05 Jan 2026","3","V-220499","medium","SV-220499r961443","CISC-ND-001050","Unclassified","4066","SRG-APP-000374-NDM-000299","The Cisco switch must be configured to record time stamps for log records that can be mapped to Coordinated Universal Time (UTC) or Greenwich Mean Time (GMT).","Configure the Cisco switch to record time stamps for audit records that can be mapped to UTC or GMT as shown in the example below:

SW1(config)# clock timezone EST -5 0","If time stamps are not consistently applied and there is no common time reference, it is difficult to perform forensic analysis.

Time stamps generated by the application include date and time. Time is commonly expressed in Coordinated Universal Time (UTC), a modern continuation of Greenwich Mean Time (GMT), or local time with an offset from UTC.","CCI-001890
Record time stamps for audit records that use Coordinated Universal Time, have a fixed local time offset from Coordinated Universal Time, or that include the local time offset as part of the time stamp.
NIST SP 800-53 Revision 4::AU-8 b
NIST SP 800-53 Revision 5::AU-8 b
","SV-110647;V-101543","Review the Cisco switch configuration to verify that it is compliant with this requirement as shown in the example below:

clock timezone EST -5 0

Note: UTC is the default; hence, the command set time-zone may not be seen in the configuration. This can be verified using the show system uptime command.

If the switch is not configured to record time stamps for log records that can be mapped to UTC or GMT, this is a finding.","M:Cisco_NX-OS_Switch_NDM_STIG.xml","","10.0","","","false","","","","","","","Open","","",,,"","","","",""
"Cisco NX OS Switch NDM","Cisco_NX-OS_Switch_NDM_STIG","Release: 6 Benchmark Date: 05 Jan 2026","3","V-220500","medium","SV-220500r961506","CISC-ND-001130","Unclassified","4066","SRG-APP-000395-NDM-000310","The Cisco switch must be configured to authenticate SNMP messages using a FIPS-validated Keyed-Hash Message Authentication Code (HMAC).","Configure the Cisco switch to authenticate SNMP messages as shown in the example below:

SW1(config)# snmp-server user NETOPS auth sha xxxxxxxxxxxxx priv aes-128 xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx

SW1(config)# snmp-server host 10.1.48.10 traps version 3 priv NETOPS","Without authenticating devices, unidentified or unknown devices may be introduced, thereby facilitating malicious activity. Bidirectional authentication provides stronger safeguards to validate the identity of other devices for connections that are of greater risk.

A local connection is any connection with a device communicating without the use of a network. A network connection is any connection with a device that communicates through a network (e.g., local area or wide area network, Internet). A remote connection is any connection with a device communicating through an external network (e.g., the Internet).

Because of the challenges of applying this requirement on a large scale, organizations are encouraged to only apply the requirement to those limited number (and type) of devices that truly need to support this capability.","CCI-001967
Authenticate organization-defined devices and/or types of devices before establishing a local, remote, and/or network connection using bidirectional authentication that is cryptographically based.
NIST SP 800-53 Revision 4::IA-3 (1)
NIST SP 800-53 Revision 5::IA-3 (1)
","SV-110649;V-101545","Review the Cisco switch configuration to verify that it is compliant with this requirement as shown in the example below:

snmp-server user NETOPS auth sha 5Er23@#as178 priv aes-128 xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx

snmp-server host 10.1.48.10 traps version 3 priv NETOPS

Authentication used by the SNMP users can be viewed via the show snmp user command as shown in the example below:

SW1# show snmp user
______________________________________________________________
 SNMP USERS 
______________________________________________________________

User Auth Priv(enforce) Groups acl_filter 
____ ____ ___________ ______ __________ 
NETOPS sha aes-128 network-operator 

If the Cisco switch is not configured to authenticate SNMP messages using a FIPS-validated HMAC, this is a finding.","M:Cisco_NX-OS_Switch_NDM_STIG.xml","","10.0","","","false","","","","","","","Not a Finding","","",,,"","","","",""
